i,j,k,Alt_Si3N4,Anc_Si3N4,lambda,n_eff,A_eff,lambda_nm
40,3,2,0.4666666666666667,0.8333333333333333,1.4608163265306122,1.5945786002744997,6.136155179181166e-13,1460.8163265306123
40,3,3,0.5333333333333333,0.8333333333333333,1.4608163265306122,1.6278988313302696,6.18362455803938e-13,1460.8163265306123
40,3,4,0.6000000000000001,0.8333333333333333,1.4608163265306122,1.6550203551925646,6.338287792606357e-13,1460.8163265306123
40,3,5,0.6666666666666667,0.8333333333333333,1.4608163265306122,1.6774734549353802,6.558181649549927e-13,1460.8163265306123
40,3,6,0.7333333333333334,0.8333333333333333,1.4608163265306122,1.6957321307098843,6.811745493716672e-13,1460.8163265306123
40,3,7,0.8,0.8333333333333333,1.4608163265306122,1.7111794433125753,7.098201957519761e-13,1460.8163265306123
40,3,8,0.8666666666666667,0.8333333333333333,1.4608163265306122,1.724119863068133,7.403825442314412e-13,1460.8163265306123
40,3,9,0.9333333333333333,0.8333333333333333,1.4608163265306122,1.7351258942573033,7.724088621542063e-13,1460.8163265306123
40,3,10,1.0,0.8333333333333333,1.4608163265306122,1.7444699718375094,8.053965728648462e-13,1460.8163265306123
40,4,1,0.4,1.0,1.4608163265306122,1.6027627208336355,6.160734471976597e-13,1460.8163265306123
40,4,2,0.4666666666666667,1.0,1.4608163265306122,1.6447647897198012,6.132093717115525e-13,1460.8163265306123
40,4,3,0.5333333333333333,1.0,1.4608163265306122,1.678947718701645,6.259671716372388e-13,1460.8163265306123
40,4,4,0.6000000000000001,1.0,1.4608163265306122,1.7063559354536315,6.468615777508634e-13,1460.8163265306123
40,4,5,0.6666666666666667,1.0,1.4608163265306122,1.728782610793063,6.72823164415094e-13,1460.8163265306123
40,4,6,0.7333333333333334,1.0,1.4608163265306122,1.7470969479087803,7.022658867819175e-13,1460.8163265306123
40,4,7,0.8,1.0,1.4608163265306122,1.7624641887035513,7.343415578745926e-13,1460.8163265306123
40,4,8,0.8666666666666667,1.0,1.4608163265306122,1.775237721371191,7.677271508631786e-13,1460.8163265306123
40,4,9,0.9333333333333333,1.0,1.4608163265306122,1.7861814434184886,8.029623784731173e-13,1460.8163265306123
40,4,10,1.0,1.0,1.4608163265306122,1.795411687914752,8.387748240414554e-13,1460.8163265306123
40,5,1,0.4,1.1666666666666665,1.4608163265306122,1.6340271117630185,6.371940534246195e-13,1460.8163265306123
40,5,2,0.4666666666666667,1.1666666666666665,1.4608163265306122,1.6765875363729112,6.406896608302596e-13,1460.8163265306123
40,5,3,0.5333333333333333,1.1666666666666665,1.4608163265306122,1.7109227780507257,6.582114442449421e-13,1460.8163265306123
40,5,4,0.6000000000000001,1.1666666666666665,1.4608163265306122,1.738339553302607,6.832643811787855e-13,1460.8163265306123
40,5,5,0.6666666666666667,1.1666666666666665,1.4608163265306122,1.760727308587408,7.131281464689496e-13,1460.8163265306123
40,5,6,0.7333333333333334,1.1666666666666665,1.4608163265306122,1.778941863357616,7.461264196531743e-13,1460.8163265306123
40,5,7,0.8,1.1666666666666665,1.4608163265306122,1.7942048801056245,7.817093939919855e-13,1460.8163265306123
40,5,8,0.8666666666666667,1.1666666666666665,1.4608163265306122,1.806889281973153,8.185449641430909e-13,1460.8163265306123
40,5,9,0.9333333333333333,1.1666666666666665,1.4608163265306122,1.8177290750258868,8.571329764740723e-13,1460.8163265306123
40,5,10,1.0,1.1666666666666665,1.4608163265306122,1.826867462486594,8.962487530855049e-13,1460.8163265306123
40,6,1,0.4,1.3333333333333333,1.4608163265306122,1.6551960972393123,6.736892841756422e-13,1460.8163265306123
40,6,2,0.4666666666666667,1.3333333333333333,1.4608163265306122,1.698006906410121,6.820988726841323e-13,1460.8163265306123
40,6,3,0.5333333333333333,1.3333333333333333,1.4608163265306122,1.7323005648280339,7.032956731189232e-13,1460.8163265306123
40,6,4,0.6000000000000001,1.3333333333333333,1.4608163265306122,1.7596609436952844,7.321496436623707e-13,1460.8163265306123
40,6,5,0.6666666666666667,1.3333333333333333,1.4608163265306122,1.7820028404774884,7.660147777648874e-13,1460.8163265306123
40,6,6,0.7333333333333334,1.3333333333333333,1.4608163265306122,1.8001029764528687,8.025240931821439e-13,1460.8163265306123
40,6,7,0.8,1.3333333333333333,1.4608163265306122,1.8152778949463553,8.41814167359052e-13,1460.8163265306123
40,6,8,0.8666666666666667,1.3333333333333333,1.4608163265306122,1.827901768222279,8.82500107065343e-13,1460.8163265306123
40,6,9,0.9333333333333333,1.3333333333333333,1.4608163265306122,1.8386504473449878,9.246834860618811e-13,1460.8163265306123
40,6,10,1.0,1.3333333333333333,1.4608163265306122,1.847720734822052,9.674776652225443e-13,1460.8163265306123
40,7,1,0.4,1.5,1.4608163265306122,1.670345814501645,7.19817358402128e-13,1460.8163265306123
40,7,2,0.4666666666666667,1.5,1.4608163265306122,1.7131267658966156,7.313896608416731e-13,1460.8163265306123
40,7,3,0.5333333333333333,1.5,1.4608163265306122,1.7473985473952331,7.564433772825349e-13,1460.8163265306123
40,7,4,0.6000000000000001,1.5,1.4608163265306122,1.774678914082568,7.889735263102949e-13,1460.8163265306123
40,7,5,0.6666666666666667,1.5,1.4608163265306122,1.7969110946388256,8.264023612226417e-13,1460.8163265306123
40,7,6,0.7333333333333334,1.5,1.4608163265306122,1.8149468541168028,8.668313306833781e-13,1460.8163265306123
40,7,7,0.8,1.5,1.4608163265306122,1.8300468676449464,9.100130923839821e-13,1460.8163265306123
40,7,8,0.8666666666666667,1.5,1.4608163265306122,1.8425892763498266,9.544557007513277e-13,1460.8163265306123
40,7,9,0.9333333333333333,1.5,1.4608163265306122,1.8532879668821245,1.0006958919915786e-12,1460.8163265306123
40,7,10,1.0,1.5,1.4608163265306122,1.8623050616999928,1.0474452215409944e-12,1460.8163265306123
40,8,1,0.4,1.6666666666666665,1.4608163265306122,1.68127754403544,7.702100034207751e-13,1460.8163265306123
40,8,2,0.4666666666666667,1.6666666666666665,1.4608163265306122,1.7240537361479487,7.849002061799847e-13,1460.8163265306123
40,8,3,0.5333333333333333,1.6666666666666665,1.4608163265306122,1.7582671865834467,8.133278593711131e-13,1460.8163265306123
40,8,4,0.6000000000000001,1.6666666666666665,1.4608163265306122,1.7854800895587417,8.494347693510203e-13,1460.8163265306123
40,8,5,0.6666666666666667,1.6666666666666665,1.4608163265306122,1.8076495976113691,8.906304184774558e-13,1460.8163265306123
40,8,6,0.7333333333333334,1.6666666666666665,1.4608163265306122,1.8256225929055643,9.348742784856901e-13,1460.8163265306123
40,8,7,0.8,1.6666666666666665,1.4608163265306122,1.840666065068027,9.820023685383914e-13,1460.8163265306123
40,8,8,0.8666666666666667,1.6666666666666665,1.4608163265306122,1.8531613414232138,1.0304376890911918e-12,1460.8163265306123
40,8,9,0.9333333333333333,1.6666666666666665,1.4608163265306122,1.8638149292323947,1.0807406977361402e-12,1460.8163265306123
40,8,10,1.0,1.6666666666666665,1.4608163265306122,1.872793076095015,1.1315551880138475e-12,1460.8163265306123
40,9,1,0.4,1.8333333333333333,1.4608163265306122,1.6894831692509868,8.237132846241909e-13,1460.8163265306123
40,9,2,0.4666666666666667,1.8333333333333333,1.4608163265306122,1.7322562191796023,8.415457695034364e-13,1460.8163265306123
40,9,3,0.5333333333333333,1.8333333333333333,1.4608163265306122,1.7664003262738155,8.730494105307878e-13,1460.8163265306123
40,9,4,0.6000000000000001,1.8333333333333333,1.4608163265306122,1.7935567993576598,9.127101046322996e-13,1460.8163265306123
40,9,5,0.6666666666666667,1.8333333333333333,1.4608163265306122,1.8156844781579773,9.57844664317764e-13,1460.8163265306123
40,9,6,0.7333333333333334,1.8333333333333333,1.4608163265306122,1.8336006968964504,1.0058497884380356e-12,1460.8163265306123
40,9,7,0.8,1.8333333333333333,1.4608163265306122,1.8486004305764772,1.0569983010155198e-12,1460.8163265306123
40,9,8,0.8666666666666667,1.8333333333333333,1.4608163265306122,1.8610646147265382,1.1096158867236449e-12,1460.8163265306123
40,9,9,0.9333333333333333,1.8333333333333333,1.4608163265306122,1.8716793793774795,1.1640074827965605e-12,1460.8163265306123
40,9,10,1.0,1.8333333333333333,1.4608163265306122,1.8806280394699941,1.218995564326226e-12,1460.8163265306123
40,10,1,0.4,2.0,1.4608163265306122,1.6959248273837464,8.807966414109668e-13,1460.8163265306123
40,10,2,0.4666666666666667,2.0,1.4608163265306122,1.7386332677937852,9.009674456951048e-13,1460.8163265306123
40,10,3,0.5333333333333333,2.0,1.4608163265306122,1.7727346607019487,9.3585848692573e-13,1460.8163265306123
40,10,4,0.6000000000000001,2.0,1.4608163265306122,1.7998381843227622,9.790796325807467e-13,1460.8163265306123
40,10,5,0.6666666666666667,2.0,1.4608163265306122,1.8219082291212931,1.0278757752975696e-12,1460.8163265306123
40,10,6,0.7333333333333334,2.0,1.4608163265306122,1.839788433185,1.0799224436297984e-12,1460.8163265306123
40,10,7,0.8,2.0,1.4608163265306122,1.8547512424813881,1.1351898931050775e-12,1460.8163265306123
40,10,8,0.8666666666666667,2.0,1.4608163265306122,1.8671780065826413,1.1918750368729023e-12,1460.8163265306123
40,10,9,0.9333333333333333,2.0,1.4608163265306122,1.8777685934531254,1.2506194831049823e-12,1460.8163265306123
40,10,10,1.0,2.0,1.4608163265306122,1.8866931032713257,1.3099059817601949e-12,1460.8163265306123
41,1,1,0.4,0.5,1.471734693877551,0.0,0.0,1471.734693877551
41,1,2,0.4666666666666667,0.5,1.471734693877551,0.0,0.0,1471.734693877551
41,1,3,0.5333333333333333,0.5,1.471734693877551,1.4070229088720025,1.056171599036089e-12,1471.734693877551
41,1,4,0.6000000000000001,0.5,1.471734693877551,1.4220340011428914,9.87222804219562e-13,1471.734693877551
41,1,5,0.6666666666666667,0.5,1.471734693877551,1.435416025717908,9.48465371191852e-13,1471.734693877551
41,1,6,0.7333333333333334,0.5,1.471734693877551,1.448354975787449,9.375709145208401e-13,1471.734693877551
41,1,7,0.8,0.5,1.471734693877551,1.4597328125896225,9.381239425664795e-13,1471.734693877551
41,1,8,0.8666666666666667,0.5,1.471734693877551,1.4693512251460132,9.454936600122603e-13,1471.734693877551
41,1,9,0.9333333333333333,0.5,1.471734693877551,1.478603978783001,9.641729094020388e-13,1471.734693877551
41,1,10,1.0,0.5,1.471734693877551,1.4864896884521435,9.854494290504808e-13,1471.734693877551
41,2,1,0.4,0.6666666666666666,1.471734693877551,1.4734911250775704,7.500855968302405e-13,1471.734693877551
41,2,2,0.4666666666666667,0.6666666666666666,1.471734693877551,1.5080099042597714,7.002679938286216e-13,1471.734693877551
41,2,3,0.5333333333333333,0.6666666666666666,1.471734693877551,1.538477817419512,6.869740047667235e-13,1471.734693877551
41,2,4,0.6000000000000001,0.6666666666666666,1.471734693877551,1.5638282300717274,6.903915103106243e-13,1471.734693877551
41,2,5,0.6666666666666667,0.6666666666666666,1.471734693877551,1.585052115163545,7.031525979292532e-13,1471.734693877551
41,2,6,0.7333333333333334,0.6666666666666666,1.471734693877551,1.6029942479738668,7.236512106532156e-13,1471.734693877551
41,2,7,0.8,0.6666666666666666,1.471734693877551,1.6182057424450513,7.48036138803776e-13,1471.734693877551
41,2,8,0.8666666666666667,0.6666666666666666,1.471734693877551,1.6309210114020645,7.745394464942683e-13,1471.734693877551
41,2,9,0.9333333333333333,0.6666666666666666,1.471734693877551,1.6420589537937842,8.044734323873402e-13,1471.734693877551
41,2,10,1.0,0.6666666666666666,1.471734693877551,1.6514787422548993,8.353203072955083e-13,1471.734693877551
41,3,1,0.4,0.8333333333333333,1.471734693877551,1.549331091130503,6.39195541520971e-13,1471.734693877551
41,3,2,0.4666666666666667,0.8333333333333333,1.471734693877551,1.5900013088348617,6.24078496398821e-13,1471.734693877551
41,3,3,0.5333333333333333,0.8333333333333333,1.471734693877551,1.6233876052267482,6.277327753718425e-13,1471.734693877551
41,3,4,0.6000000000000001,0.8333333333333333,1.471734693877551,1.6506200703861145,6.425663399067366e-13,1471.734693877551
41,3,5,0.6666666666666667,0.8333333333333333,1.471734693877551,1.6731991518416998,6.641810606801194e-13,1471.734693877551
41,3,6,0.7333333333333334,0.8333333333333333,1.471734693877551,1.6915782286183982,6.893107049282211e-13,1471.734693877551
41,3,7,0.8,0.8333333333333333,1.471734693877551,1.7071431581182857,7.178418520268075e-13,1471.734693877551
41,3,8,0.8666666666666667,0.8333333333333333,1.471734693877551,1.720192338673879,7.48368118067073e-13,1471.734693877551
41,3,9,0.9333333333333333,0.8333333333333333,1.471734693877551,1.7312959410439055,7.804018492051227e-13,1471.734693877551
41,3,10,1.0,0.8333333333333333,1.471734693877551,1.7407288218526868,8.134422366354606e-13,1471.734693877551
41,4,1,0.4,1.0,1.471734693877551,1.598645896220324,6.256993941077196e-13,1471.734693877551
41,4,2,0.4666666666666667,1.0,1.471734693877551,1.6407209643226774,6.21499927496642e-13,1471.734693877551
41,4,3,0.5333333333333333,1.0,1.471734693877551,1.6750385303386157,6.334958596283523e-13,1471.734693877551
41,4,4,0.6000000000000001,1.0,1.471734693877551,1.7025957256622766,6.539257450845168e-13,1471.734693877551
41,4,5,0.6666666666666667,1.0,1.471734693877551,1.725168385738315,6.795933438099063e-13,1471.734693877551
41,4,6,0.7333333333333334,1.0,1.471734693877551,1.743620370225654,7.088739220670006e-13,1471.734693877551
41,4,7,0.8,1.0,1.471734693877551,1.7591142044597134,7.408605353648018e-13,1471.734693877551
41,4,8,0.8666666666666667,1.0,1.471734693877551,1.7719997963558864,7.742072685824053e-13,1471.734693877551
41,4,9,0.9333333333333333,1.0,1.471734693877551,1.7830461889984845,8.094524767709797e-13,1471.734693877551
41,4,10,1.0,1.0,1.471734693877551,1.7923669773021873,8.453032248386763e-13,1471.734693877551
41,5,1,0.4,1.1666666666666665,1.471734693877551,1.6302608216867311,6.456040158935171e-13,1471.734693877551
41,5,2,0.4666666666666667,1.1666666666666665,1.471734693877551,1.6729391396392055,6.479899060635739e-13,1471.734693877551
41,5,3,0.5333333333333333,1.1666666666666665,1.471734693877551,1.7074326780594145,6.648576722005744e-13,1471.734693877551
41,5,4,0.6000000000000001,1.1666666666666665,1.471734693877551,1.7350119060093134,6.895035299110198e-13,1471.734693877551
41,5,5,0.6666666666666667,1.1666666666666665,1.471734693877551,1.7575539243597382,7.191038539502007e-13,1471.734693877551
41,5,6,0.7333333333333334,1.1666666666666665,1.471734693877551,1.775909726612124,7.519475267559006e-13,1471.734693877551
41,5,7,0.8,1.1666666666666665,1.471734693877551,1.7913012569213245,7.874396656047835e-13,1471.734693877551
41,5,8,0.8666666666666667,1.1666666666666665,1.471734693877551,1.8040988900767503,8.242287861523001e-13,1471.734693877551
41,5,9,0.9333333333333333,1.1666666666666665,1.471734693877551,1.8150410984472742,8.628106842404506e-13,1471.734693877551
41,5,10,1.0,1.1666666666666665,1.471734693877551,1.824269553987085,9.019461187283152e-13,1471.734693877551
41,6,1,0.4,1.3333333333333333,1.471734693877551,1.651692133533383,6.815194369204082e-13,1471.734693877551
41,6,2,0.4666666666666667,1.3333333333333333,1.471734693877551,1.69464390221024,6.889313064259714e-13,1471.734693877551
41,6,3,0.5333333333333333,1.3333333333333333,1.471734693877551,1.72910485834331,7.095090605836543e-13,1471.734693877551
41,6,4,0.6000000000000001,1.3333333333333333,1.471734693877551,1.756633097814411,7.379748992459045e-13,1471.734693877551
41,6,5,0.6666666666666667,1.3333333333333333,1.471734693877551,1.779133018506964,7.715881923398916e-13,1471.734693877551
41,6,6,0.7333333333333334,1.3333333333333333,1.471734693877551,1.7973744330321355,8.079344741597814e-13,1471.734693877551
41,6,7,0.8,1.3333333333333333,1.471734693877551,1.8126779218502256,8.471246673579242e-13,1471.734693877551
41,6,8,0.8666666666666667,1.3333333333333333,1.471734693877551,1.825415323491833,8.877560955788161e-13,1471.734693877551
41,6,9,0.9333333333333333,1.3333333333333333,1.471734693877551,1.8362651657221147,9.299151656044789e-13,1471.734693877551
41,6,10,1.0,1.3333333333333333,1.471734693877551,1.8454246981835252,9.727122896169645e-13,1471.734693877551
41,7,1,0.4,1.5,1.471734693877551,1.6670414408275902,7.274158981401209e-13,1471.734693877551
41,7,2,0.4666666666666667,1.5,1.471734693877551,1.709972172740594,7.380199933972575e-13,1471.734693877551
41,7,3,0.5333333333333333,1.5,1.471734693877551,1.7444171746572346,7.624756898035191e-13,1471.734693877551
41,7,4,0.6000000000000001,1.5,1.471734693877551,1.7718673698021652,7.946188170740431e-13,1471.734693877551
41,7,5,0.6666666666666667,1.5,1.471734693877551,1.794257343403113,8.317855040180736e-13,1471.734693877551
41,7,6,0.7333333333333334,1.5,1.471734693877551,1.8124347399223748,8.720459213783223e-13,1471.734693877551
41,7,7,0.8,1.5,1.471734693877551,1.8276627292919134,9.151166037329535e-13,1471.734693877551
41,7,8,0.8666666666666667,1.5,1.471734693877551,1.8403174329025536,9.594888319180834e-13,1471.734693877551
41,7,9,0.9333333333333333,1.5,1.471734693877551,1.8511168041234765,1.0056931840380209e-12,1471.734693877551
41,7,10,1.0,1.5,1.471734693877551,1.8602222942682503,1.0524311855318129e-12,1471.734693877551
41,8,1,0.4,1.6666666666666665,1.471734693877551,1.6781219671802474,7.777630079642013e-13,1471.734693877551
41,8,2,0.4666666666666667,1.6666666666666665,1.471734693877551,1.7210539508085767,7.914950966664069e-13,1471.734693877551
41,8,3,0.5333333333333333,1.6666666666666665,1.471734693877551,1.7554429280081052,8.193208264876182e-13,1471.734693877551
41,8,4,0.6000000000000001,1.6666666666666665,1.471734693877551,1.7828264123685686,8.550323013114771e-13,1471.734693877551
41,8,5,0.6666666666666667,1.6666666666666665,1.471734693877551,1.805153803716112,8.959554343522316e-13,1471.734693877551
41,8,6,0.7333333333333334,1.6666666666666665,1.471734693877551,1.8232679368621831,9.400187015973699e-13,1471.734693877551
41,8,7,0.8,1.6666666666666665,1.471734693877551,1.8384387438955572,9.870232929618654e-13,1471.734693877551
41,8,8,0.8666666666666667,1.6666666666666665,1.471734693877551,1.8510457005731547,1.03537587187521e-12,1471.734693877551
41,8,9,0.9333333333333333,1.6666666666666665,1.471734693877551,1.861799219667658,1.0856299672522906e-12,1471.734693877551
41,8,10,1.0,1.6666666666666665,1.471734693877551,1.8708650711420267,1.1364203183715815e-12,1471.734693877551
41,9,1,0.4,1.8333333333333333,1.471734693877551,1.6864419154121453,8.313381435332819e-13,1471.734693877551
41,9,2,0.4666666666666667,1.8333333333333333,1.471734693877551,1.7293748784977871,8.48211635036329e-13,1471.734693877551
41,9,3,0.5333333333333333,1.8333333333333333,1.471734693877551,1.7636951675193726,8.790950799440555e-13,1471.734693877551
41,9,4,0.6000000000000001,1.8333333333333333,1.471734693877551,1.7910224198365785,9.18346601275493e-13,1471.734693877551
41,9,5,0.6666666666666667,1.8333333333333333,1.471734693877551,1.8133080886768993,9.63198644760955e-13,1471.734693877551
41,9,6,0.7333333333333334,1.8333333333333333,1.471734693877551,1.8313646627721492,1.0110073885367134e-12,1471.734693877551
41,9,7,0.8,1.8333333333333333,1.471734693877551,1.846491139101352,1.0620196186446291e-12,1471.734693877551
41,9,8,0.8666666666666667,1.8333333333333333,1.471734693877551,1.8590666325669034,1.1145446303811627e-12,1471.734693877551
41,9,9,0.9333333333333333,1.8333333333333333,1.471734693877551,1.8697805595622605,1.1688735114001915e-12,1471.734693877551
41,9,10,1.0,1.8333333333333333,1.471734693877551,1.8788163664085236,1.2238259102518127e-12,1471.734693877551
41,10,1,0.4,2.0,1.471734693877551,1.6929753200983968,8.885855173887233e-13,1471.734693877551
41,10,2,0.4666666666666667,2.0,1.471734693877551,1.735844886415445,9.077694297588895e-13,1471.734693877551
41,10,3,0.5333333333333333,2.0,1.471734693877551,1.7701232957126425,9.420250397046976e-13,1471.734693877551
41,10,4,0.6000000000000001,2.0,1.471734693877551,1.797397408652916,9.848193741132956e-13,1471.734693877551
41,10,5,0.6666666666666667,2.0,1.471734693877551,1.8196246985433409,1.0333137482022131e-12,1471.734693877551
41,10,6,0.7333333333333334,2.0,1.471734693877551,1.8376449137661086,1.0851521756734806e-12,1471.734693877551
41,10,7,0.8,2.0,1.471734693877551,1.8527338888744211,1.1402703275584017e-12,1471.734693877551
41,10,8,0.8666666666666667,2.0,1.471734693877551,1.8652712308486732,1.1968485787963843e-12,1471.734693877551
41,10,9,0.9333333333333333,2.0,1.471734693877551,1.8759605834047222,1.2555204058682086e-12,1471.734693877551
41,10,10,1.0,2.0,1.471734693877551,1.8849717563949007,1.3147605273255794e-12,1471.734693877551
42,1,1,0.4,0.5,1.48265306122449,0.0,0.0,1482.6530612244899
42,1,2,0.4666666666666667,0.5,1.48265306122449,0.0,0.0,1482.6530612244899
42,1,3,0.5333333333333333,0.5,1.48265306122449,1.4026984664135154,1.0953481648467564e-12,1482.6530612244899
42,1,4,0.6000000000000001,0.5,1.48265306122449,1.4172421450628616,1.021016012932759e-12,1482.6530612244899
42,1,5,0.6666666666666667,0.5,1.48265306122449,1.4302511440236996,9.778451196081833e-13,1482.6530612244899
42,1,6,0.7333333333333334,0.5,1.48265306122449,1.442935541606029,9.638569330903744e-13,1482.6530612244899
42,1,7,0.8,0.5,1.48265306122449,1.4541221113997507,9.620198843833738e-13,1482.6530612244899
42,1,8,0.8666666666666667,0.5,1.48265306122449,1.4635932422264737,9.675180785598643e-13,1482.6530612244899
42,1,9,0.9333333333333333,0.5,1.48265306122449,1.4727625714068144,9.850148098283807e-13,1482.6530612244899
42,1,10,1.0,0.5,1.48265306122449,1.4805862092644921,1.0053519332839772e-12,1482.6530612244899
42,2,1,0.4,0.6666666666666666,1.48265306122449,1.4687876592786624,7.706155155885653e-13,1482.6530612244899
42,2,2,0.4666666666666667,0.6666666666666666,1.48265306122449,1.5029647361116663,7.168061554763047e-13,1482.6530612244899
42,2,3,0.5333333333333333,0.6666666666666666,1.48265306122449,1.5332955443776328,7.012845305142022e-13,1482.6530612244899
42,2,4,0.6000000000000001,0.6666666666666666,1.48265306122449,1.5586131187156944,7.033488882999823e-13,1482.6530612244899
42,2,5,0.6666666666666667,0.6666666666666666,1.48265306122449,1.5798561371162982,7.152337196497463e-13,1482.6530612244899
42,2,6,0.7333333333333334,0.6666666666666666,1.48265306122449,1.5978584137176335,7.352634779843353e-13,1482.6530612244899
42,2,7,0.8,0.6666666666666666,1.48265306122449,1.613140180153127,7.593477770089211e-13,1482.6530612244899
42,2,8,0.8666666666666667,0.6666666666666666,1.48265306122449,1.625925375547896,7.856608607763926e-13,1482.6530612244899
42,2,9,0.9333333333333333,0.6666666666666666,1.48265306122449,1.6371410522176149,8.155509943233678e-13,1482.6530612244899
42,2,10,1.0,0.6666666666666666,1.48265306122449,1.6466322943490574,8.464048643021063e-13,1482.6530612244899
42,3,1,0.4,0.8333333333333333,1.48265306122449,1.54480055276883,6.518658116359417e-13,1482.6530612244899
42,3,2,0.4666666666666667,0.8333333333333333,1.48265306122449,1.5854330677632829,6.34808035242111e-13,1482.6530612244899
42,3,3,0.5333333333333333,0.8333333333333333,1.48265306122449,1.6188770681709028,6.373230282093606e-13,1482.6530612244899
42,3,4,0.6000000000000001,0.8333333333333333,1.48265306122449,1.646214889633317,6.514946543887756e-13,1482.6530612244899
42,3,5,0.6666666666666667,0.8333333333333333,1.48265306122449,1.6689161996949613,6.72715483766403e-13,1482.6530612244899
42,3,6,0.7333333333333334,0.8333333333333333,1.48265306122449,1.6874130826820932,6.976047866900828e-13,1482.6530612244899
42,3,7,0.8,0.8333333333333333,1.48265306122449,1.7030938640542068,7.260119689795046e-13,1482.6530612244899
42,3,8,0.8666666666666667,0.8333333333333333,1.48265306122449,1.7162506322563416,7.564956074148445e-13,1482.6530612244899
42,3,9,0.9333333333333333,0.8333333333333333,1.48265306122449,1.7274509415020127,7.885316590212025e-13,1482.6530612244899
42,3,10,1.0,0.8333333333333333,1.48265306122449,1.7369720672876532,8.216212477057413e-13,1482.6530612244899
42,4,1,0.4,1.0,1.48265306122449,1.5945390275432425,6.355486612737315e-13,1482.6530612244899
42,4,2,0.4666666666666667,1.0,1.48265306122449,1.6366790486700542,6.299682833046631e-13,1482.6530612244899
42,4,3,0.5333333333333333,1.0,1.48265306122449,1.6711259210563845,6.411748045011135e-13,1482.6530612244899
42,4,4,0.6000000000000001,1.0,1.48265306122449,1.6988285674206678,6.611222170705994e-13,1482.6530612244899
42,4,5,0.6666666666666667,1.0,1.48265306122449,1.7215448281283703,6.86483443506396e-13,1482.6530612244899
42,4,6,0.7333333333333334,1.0,1.48265306122449,1.7401329478723655,7.155938037059857e-13,1482.6530612244899
42,4,7,0.8,1.0,1.48265306122449,1.7557523446957284,7.474854512277614e-13,1482.6530612244899
42,4,8,0.8666666666666667,1.0,1.48265306122449,1.768749298695612,7.80789003431716e-13,1482.6530612244899
42,4,9,0.9333333333333333,1.0,1.48265306122449,1.7798979422721577,8.160413264302069e-13,1482.6530612244899
42,4,10,1.0,1.0,1.48265306122449,1.7893090083791858,8.519283206592031e-13,1482.6530612244899
42,5,1,0.4,1.1666666666666665,1.48265306122449,1.6265012795502038,6.54182722151447e-13,1482.6530612244899
42,5,2,0.4666666666666667,1.1666666666666665,1.48265306122449,1.669291300261875,6.554259268171418e-13,1482.6530612244899
42,5,3,0.5333333333333333,1.1666666666666665,1.48265306122449,1.703939040890882,6.716193123342737e-13,1482.6530612244899
42,5,4,0.6000000000000001,1.1666666666666665,1.48265306122449,1.7316780216509995,6.958447158802078e-13,1482.6530612244899
42,5,5,0.6666666666666667,1.1666666666666665,1.48265306122449,1.7543724947791561,7.251723335188406e-13,1482.6530612244899
42,5,6,0.7333333333333334,1.1666666666666665,1.48265306122449,1.7728683976065056,7.578552046028858e-13,1482.6530612244899
42,5,7,0.8,1.1666666666666665,1.48265306122449,1.7883876738075792,7.932519685580145e-13,1482.6530612244899
42,5,8,0.8666666666666667,1.1666666666666665,1.48265306122449,1.801298036320187,8.299913385959082e-13,1482.6530612244899
42,5,9,0.9333333333333333,1.1666666666666665,1.48265306122449,1.8123423643235768,8.685648608054555e-13,1482.6530612244899
42,5,10,1.0,1.1666666666666665,1.48265306122449,1.821660714633203,9.077183392749489e-13,1482.6530612244899
42,6,1,0.4,1.3333333333333333,1.48265306122449,1.648194064811424,6.894878223760683e-13,1482.6530612244899
42,6,2,0.4666666666666667,1.3333333333333333,1.48265306122449,1.6912816003292326,6.958758900215636e-13,1482.6530612244899
42,6,3,0.5333333333333333,1.3333333333333333,1.48265306122449,1.7259063374662666,7.158177344162991e-13,1482.6530612244899
42,6,4,0.6000000000000001,1.3333333333333333,1.48265306122449,1.7536001310256089,7.438843968433933e-13,1482.6530612244899
42,6,5,0.6666666666666667,1.3333333333333333,1.48265306122449,1.7762565523256704,7.77238256568014e-13,1482.6530612244899
42,6,6,0.7333333333333334,1.3333333333333333,1.48265306122449,1.7946382434431585,8.134161401212735e-13,1482.6530612244899
42,6,7,0.8,1.3333333333333333,1.48265306122449,1.8100696478935496,8.52502557720247e-13,1482.6530612244899
42,6,8,0.8666666666666667,1.3333333333333333,1.48265306122449,1.8229201691899757,8.930766962377227e-13,1482.6530612244899
42,6,9,0.9333333333333333,1.3333333333333333,1.48265306122449,1.8338709155992654,9.352093931973693e-13,1482.6530612244899
42,6,10,1.0,1.3333333333333333,1.48265306122449,1.8431195535749212,9.780080006254053e-13,1482.6530612244899
42,7,1,0.4,1.5,1.48265306122449,1.6637429590089836,7.351345243827868e-13,1482.6530612244899
42,7,2,0.4666666666666667,1.5,1.48265306122449,1.7068187860980497,7.447478470364887e-13,1482.6530612244899
42,7,3,0.5333333333333333,1.5,1.48265306122449,1.7414338513023246,7.685910394698507e-13,1482.6530612244899
42,7,4,0.6000000000000001,1.5,1.48265306122449,1.7690517744538405,8.003374047619177e-13,1482.6530612244899
