i,j,k,Alt_Si3N4,Anc_Si3N4,lambda,n_eff,A_eff,lambda_nm
20,7,2,0.4666666666666667,1.5,1.2424489795918368,1.7763633956144005,6.169782830931648e-13,1242.4489795918369
20,7,3,0.5333333333333333,1.5,1.2424489795918368,1.8065319073155461,6.513262346591004e-13,1242.4489795918369
20,7,4,0.6000000000000001,1.5,1.2424489795918368,1.8300016955278533,6.898207028761498e-13,1242.4489795918369
20,7,5,0.6666666666666667,1.5,1.2424489795918368,1.8488071658733929,7.312495608852145e-13,1242.4489795918369
20,7,6,0.7333333333333334,1.5,1.2424489795918368,1.8638412784282425,7.741918360588083e-13,1242.4489795918369
20,7,7,0.8,1.5,1.2424489795918368,1.8762737986505125,8.189568686271177e-13,1242.4489795918369
20,7,8,0.8666666666666667,1.5,1.2424489795918368,1.886504563346005,8.64340429812596e-13,1242.4489795918369
20,7,9,0.9333333333333333,1.5,1.2424489795918368,1.8951543426074593,9.109644576520018e-13,1242.4489795918369
20,7,10,1.0,1.5,1.2424489795918368,1.902387470326404,9.576960434539388e-13,1242.4489795918369
20,8,1,0.4,1.6666666666666665,1.2424489795918368,1.7456088523694893,6.397060386549128e-13,1242.4489795918369
20,8,2,0.4666666666666667,1.6666666666666665,1.2424489795918368,1.7843473832708905,6.696798007503534e-13,1242.4489795918369
20,8,3,0.5333333333333333,1.6666666666666665,1.2424489795918368,1.8144431572093582,7.076683836845663e-13,1242.4489795918369
20,8,4,0.6000000000000001,1.6666666666666665,1.2424489795918368,1.8378489731368464,7.500153878641409e-13,1242.4489795918369
20,8,5,0.6666666666666667,1.6666666666666665,1.2424489795918368,1.8566013822126615,7.954831671171794e-13,1242.4489795918369
20,8,6,0.7333333333333334,1.6666666666666665,1.2424489795918368,1.8715885209398178,8.425140082043463e-13,1242.4489795918369
20,8,7,0.8,1.6666666666666665,1.2424489795918368,1.8839806782835908,8.914905854995714e-13,1242.4489795918369
20,8,8,0.8666666666666667,1.6666666666666665,1.2424489795918368,1.8941786146093846,9.411210366956407e-13,1242.4489795918369
20,8,9,0.9333333333333333,1.6666666666666665,1.2424489795918368,1.9027986638312249,9.920662416908713e-13,1242.4489795918369
20,8,10,1.0,1.6666666666666665,1.2424489795918368,1.9100065537124922,1.0431106023836214e-12,1242.4489795918369
20,9,1,0.4,1.8333333333333333,1.2424489795918368,1.75162259304658,6.905615959729312e-13,1242.4489795918369
20,9,2,0.4666666666666667,1.8333333333333333,1.2424489795918368,1.790314214637081,7.239436250978331e-13,1242.4489795918369
20,9,3,0.5333333333333333,1.8333333333333333,1.2424489795918368,1.8203451689874632,7.654651460833376e-13,1242.4489795918369
20,9,4,0.6000000000000001,1.8333333333333333,1.2424489795918368,1.8437017760463972,8.116982546616626e-13,1242.4489795918369
20,9,5,0.6666666666666667,1.8333333333333333,1.2424489795918368,1.8624181079297308,8.613463150693345e-13,1242.4489795918369
20,9,6,0.7333333333333334,1.8333333333333333,1.2424489795918368,1.877366114327704,9.124588890281062e-13,1242.4489795918369
20,9,7,0.8,1.8333333333333333,1.2424489795918368,1.8897279618372127,9.657135750868374e-13,1242.4489795918369
20,9,8,0.8666666666666667,1.8333333333333333,1.2424489795918368,1.8999037984928366,1.0197256796609429e-12,1242.4489795918369
20,9,9,0.9333333333333333,1.8333333333333333,1.2424489795918368,1.9084995111642722,1.0750219899497474e-12,1242.4489795918369
20,9,10,1.0,1.8333333333333333,1.2424489795918368,1.9156886141215512,1.1304583440373435e-12,1242.4489795918369
20,10,1,0.4,2.0,1.2424489795918368,1.7563203527025153,7.43628192918559e-13,1242.4489795918369
20,10,2,0.4666666666666667,2.0,1.2424489795918368,1.7949442983975274,7.800166775973689e-13,1242.4489795918369
20,10,3,0.5333333333333333,2.0,1.2424489795918368,1.8249303372315604,8.253084057426843e-13,1242.4489795918369
20,10,4,0.6000000000000001,2.0,1.2424489795918368,1.8482445404891603,8.754816589197195e-13,1242.4489795918369
20,10,5,0.6666666666666667,2.0,1.2424489795918368,1.866920447940752,9.291778552708953e-13,1242.4489795918369
20,10,6,0.7333333333333334,2.0,1.2424489795918368,1.881841853713034,9.845773775776518e-13,1242.4489795918369
20,10,7,0.8,2.0,1.2424489795918368,1.8941788509380868,1.0422063006947886e-12,1242.4489795918369
20,10,8,0.8666666666666667,2.0,1.2424489795918368,1.9043310581692499,1.100558703024361e-12,1242.4489795918369
20,10,9,0.9333333333333333,2.0,1.2424489795918368,1.9129106676378342,1.1603995894290243e-12,1242.4489795918369
20,10,10,1.0,2.0,1.2424489795918368,1.920084632777445,1.2203357185960137e-12,1242.4489795918369
21,1,1,0.4,0.5,1.2533673469387754,1.4628909456178694,6.04737876502923e-13,1253.3673469387754
21,1,2,0.4666666666666667,0.5,1.2533673469387754,1.49164427586062,5.607854933529636e-13,1253.3673469387754
21,1,3,0.5333333333333333,0.5,1.2533673469387754,1.5174248284162857,5.526425494300864e-13,1253.3673469387754
21,1,4,0.6000000000000001,0.5,1.2533673469387754,1.5386657983302001,5.586919523524392e-13,1253.3673469387754
21,1,5,0.6666666666666667,0.5,1.2533673469387754,1.5561858311880967,5.720091357896383e-13,1253.3673469387754
21,1,6,0.7333333333333334,0.5,1.2533673469387754,1.5711212348923218,5.921916915805792e-13,1253.3673469387754
21,1,7,0.8,0.5,1.2533673469387754,1.5836521678155528,6.150629969366645e-13,1253.3673469387754
21,1,8,0.8666666666666667,0.5,1.2533673469387754,1.593975399334066,6.390896462181756e-13,1253.3673469387754
21,1,9,0.9333333333333333,0.5,1.2533673469387754,1.6031066999834405,6.663618500816813e-13,1253.3673469387754
21,1,10,1.0,0.5,1.2533673469387754,1.6107573852773533,6.939884014662893e-13,1253.3673469387754
21,2,1,0.4,0.6666666666666666,1.2533673469387754,1.5775071260231586,4.585468690152296e-13,1253.3673469387754
21,2,2,0.4666666666666667,0.6666666666666666,1.2533673469387754,1.614935483321349,4.593446768739658e-13,1253.3673469387754
21,2,3,0.5333333333333333,0.6666666666666666,1.2533673469387754,1.6451900963702728,4.724761263393462e-13,1253.3673469387754
21,2,4,0.6000000000000001,0.6666666666666666,1.2533673469387754,1.6691101606275298,4.912607469595125e-13,1253.3673469387754
21,2,5,0.6666666666666667,0.6666666666666666,1.2533673469387754,1.6884566603911508,5.13491039582222e-13,1253.3673469387754
21,2,6,0.7333333333333334,0.6666666666666666,1.2533673469387754,1.704200690613339,5.384377887395447e-13,1253.3673469387754
21,2,7,0.8,0.6666666666666666,1.2533673469387754,1.7172782759345246,5.651260358014107e-13,1253.3673469387754
21,2,8,0.8666666666666667,0.6666666666666666,1.2533673469387754,1.7280564187611136,5.925605026606447e-13,1253.3673469387754
21,2,9,0.9333333333333333,0.6666666666666666,1.2533673469387754,1.737280439662468,6.215547844484543e-13,1253.3673469387754
21,2,10,1.0,0.6666666666666666,1.2533673469387754,1.7450016998928477,6.507950243952335e-13,1253.3673469387754
21,3,1,0.4,0.8333333333333333,1.2533673469387754,1.6432219270715636,4.466759783321382e-13,1253.3673469387754
21,3,2,0.4666666666666667,0.8333333333333333,1.2533673469387754,1.6823099671658686,4.572340114001415e-13,1253.3673469387754
21,3,3,0.5333333333333333,0.8333333333333333,1.2533673469387754,1.7129720638643324,4.756174911541868e-13,1253.3673469387754
21,3,4,0.6000000000000001,0.8333333333333333,1.2533673469387754,1.7370845011013383,4.987414841847171e-13,1253.3673469387754
21,3,5,0.6666666666666667,0.8333333333333333,1.2533673469387754,1.7565571483172449,5.250108250407117e-13,1253.3673469387754
21,3,6,0.7333333333333334,0.8333333333333333,1.2533673469387754,1.7721326840756275,5.526947937762534e-13,1253.3673469387754
21,3,7,0.8,0.8333333333333333,1.2533673469387754,1.7850856197808058,5.821556970250599e-13,1253.3673469387754
21,3,8,0.8666666666666667,0.8333333333333333,1.2533673469387754,1.7957943873468318,6.124825035371276e-13,1253.3673469387754
21,3,9,0.9333333333333333,0.8333333333333333,1.2533673469387754,1.8048292468917095,6.436728114622386e-13,1253.3673469387754
21,3,10,1.0,0.8333333333333333,1.2533673469387754,1.8124162843899239,6.752060737861254e-13,1253.3673469387754
21,4,1,0.4,1.0,1.2533673469387754,1.6823395955715683,4.694156425717547e-13,1253.3673469387754
21,4,2,0.4666666666666667,1.0,1.2533673469387754,1.721517733772086,4.845892655594614e-13,1253.3673469387754
21,4,3,0.5333333333333333,1.0,1.2533673469387754,1.7522281968787563,5.075040680908885e-13,1253.3673469387754
21,4,4,0.6000000000000001,1.0,1.2533673469387754,1.7762175256983213,5.344508307508878e-13,1253.3673469387754
21,4,5,0.6666666666666667,1.0,1.2533673469387754,1.7954828948255586,5.64105553150961e-13,1253.3673469387754
21,4,6,0.7333333333333334,1.0,1.2533673469387754,1.810943954240816,5.95404844233399e-13,1253.3673469387754
21,4,7,0.8,1.0,1.2533673469387754,1.8237493711557868,6.282890632848813e-13,1253.3673469387754
21,4,8,0.8666666666666667,1.0,1.2533673469387754,1.834292400268935,6.617789999671018e-13,1253.3673469387754
21,4,9,0.9333333333333333,1.0,1.2533673469387754,1.8432297348150024,6.964173805119048e-13,1253.3673469387754
21,4,10,1.0,1.0,1.2533673469387754,1.8507084904579554,7.31222185602301e-13,1253.3673469387754
21,5,1,0.4,1.1666666666666665,1.2533673469387754,1.7065820198672137,5.052477161269681e-13,1253.3673469387754
21,5,2,0.4666666666666667,1.1666666666666665,1.2533673469387754,1.7457733439794463,5.24416841854256e-13,1253.3673469387754
21,5,3,0.5333333333333333,1.1666666666666665,1.2533673469387754,1.7763784653054224,5.510951808357938e-13,1253.3673469387754
21,5,4,0.6000000000000001,1.1666666666666665,1.2533673469387754,1.8002443226746234,5.81758916733251e-13,1253.3673469387754
21,5,5,0.6666666666666667,1.1666666666666665,1.2533673469387754,1.8193977796644887,6.151693052902597e-13,1253.3673469387754
21,5,6,0.7333333333333334,1.1666666666666665,1.2533673469387754,1.8347421179749872,6.501355882343651e-13,1253.3673469387754
21,5,7,0.8,1.1666666666666665,1.2533673469387754,1.8474431390235797,6.867415240104881e-13,1253.3673469387754
21,5,8,0.8666666666666667,1.1666666666666665,1.2533673469387754,1.857901377408886,7.239560597794825e-13,1253.3673469387754
21,5,9,0.9333333333333333,1.1666666666666665,1.2533673469387754,1.8667554839166576,7.623238344322835e-13,1253.3673469387754
21,5,10,1.0,1.1666666666666665,1.2533673469387754,1.8741629914850175,8.008331747243169e-13,1253.3673469387754
21,6,1,0.4,1.3333333333333333,1.2533673469387754,1.7227264298147258,5.480856333223648e-13,1253.3673469387754
21,6,2,0.4666666666666667,1.3333333333333333,1.2533673469387754,1.7618924336451347,5.710766367392196e-13,1253.3673469387754
21,6,3,0.5333333333333333,1.3333333333333333,1.2533673469387754,1.792372955195664,6.012678235104641e-13,1253.3673469387754
21,6,4,0.6000000000000001,1.3333333333333333,1.2533673469387754,1.816138065687499,6.356995124586313e-13,1253.3673469387754
21,6,5,0.6666666666666667,1.3333333333333333,1.2533673469387754,1.8352160054625546,6.731229597636351e-13,1253.3673469387754
21,6,6,0.7333333333333334,1.3333333333333333,1.2533673469387754,1.8504647886647516,7.118690795539153e-13,1253.3673469387754
21,6,7,0.8,1.3333333333333333,1.2533673469387754,1.8630917840422374,7.524352513342237e-13,1253.3673469387754
21,6,8,0.8666666666666667,1.3333333333333333,1.2533673469387754,1.8734965509209816,7.937186942572996e-13,1253.3673469387754
21,6,9,0.9333333333333333,1.3333333333333333,1.2533673469387754,1.8822870757267522,8.360437898140909e-13,1253.3673469387754
21,6,10,1.0,1.3333333333333333,1.2533673469387754,1.889645873230811,8.785594535314662e-13,1253.3673469387754
21,7,1,0.4,1.5,1.2533673469387754,1.7341498137869429,5.958568643319977e-13,1253.3673469387754
21,7,2,0.4666666666666667,1.5,1.2533673469387754,1.7731987869937003,6.219643744972847e-13,1253.3673469387754
21,7,3,0.5333333333333333,1.5,1.2533673469387754,1.80360017903048,6.559528794631218e-13,1253.3673469387754
21,7,4,0.6000000000000001,1.5,1.2533673469387754,1.8272780077786295,6.942189205430404e-13,1253.3673469387754
21,7,5,0.6666666666666667,1.5,1.2533673469387754,1.8462659652027873,7.354963943856794e-13,1253.3673469387754
21,7,6,0.7333333333333334,1.5,1.2533673469387754,1.8614568777963507,7.783463889081653e-13,1253.3673469387754
21,7,7,0.8,1.5,1.2533673469387754,1.8740268677024934,8.230570441895502e-13,1253.3673469387754
21,7,8,0.8666666666666667,1.5,1.2533673469387754,1.884375532345955,8.684115100778134e-13,1253.3673469387754
21,7,9,0.9333333333333333,1.5,1.2533673469387754,1.8931288082916076,9.15028939661351e-13,1253.3673469387754
21,7,10,1.0,1.5,1.2533673469387754,1.9004514063292661,9.617705613182099e-13,1253.3673469387754
21,8,1,0.4,1.6666666666666665,1.2533673469387754,1.7423397755439007,6.453928437271117e-13,1253.3673469387754
21,8,2,0.4666666666666667,1.6666666666666665,1.2533673469387754,1.7813217743941012,6.747605369175197e-13,1253.3673469387754
21,8,3,0.5333333333333333,1.6666666666666665,1.2533673469387754,1.8116500544240541,7.123706648257954e-13,1253.3673469387754
21,8,4,0.6000000000000001,1.6666666666666665,1.2533673469387754,1.835263128583109,7.544724234452502e-13,1253.3673469387754
21,8,5,0.6666666666666667,1.6666666666666665,1.2533673469387754,1.8541971891184563,7.997735357338862e-13,1253.3673469387754
21,8,6,0.7333333333333334,1.6666666666666665,1.2533673469387754,1.8693401831590144,8.466977519282297e-13,1253.3673469387754
21,8,7,0.8,1.6666666666666665,1.2533673469387754,1.8818689273613596,8.956065522523966e-13,1253.3673469387754
21,8,8,0.8666666666666667,1.6666666666666665,1.2533673469387754,1.8921840146176572,9.45195352349576e-13,1253.3673469387754
21,8,9,0.9333333333333333,1.6666666666666665,1.2533673469387754,1.9009068140322967,9.961215188710035e-13,1253.3673469387754
21,8,10,1.0,1.6666666666666665,1.2533673469387754,1.908203522972441,1.0471641909173042e-12,1253.3673469387754
21,9,1,0.4,1.8333333333333333,1.2533673469387754,1.748457752734258,6.964219249802364e-13,1253.3673469387754
21,9,2,0.4666666666666667,1.8333333333333333,1.2533673469387754,1.7873936113615423,7.291769776872678e-13,1253.3673469387754
21,9,3,0.5333333333333333,1.8333333333333333,1.2533673469387754,1.817656260019354,7.702949773854151e-13,1253.3673469387754
21,9,4,0.6000000000000001,1.8333333333333333,1.2533673469387754,1.8412194060845994,8.162649045607465e-13,1253.3673469387754
21,9,5,0.6666666666666667,1.8333333333333333,1.2533673469387754,1.8601168521116853,8.657332681965177e-13,1253.3673469387754
21,9,6,0.7333333333333334,1.8333333333333333,1.2533673469387754,1.8752198040717618,9.167235230578021e-13,1253.3673469387754
21,9,7,0.8,1.8333333333333333,1.2533673469387754,1.8877175436983147,9.698978878508388e-13,1253.3673469387754
21,9,8,0.8666666666666667,1.8333333333333333,1.2533673469387754,1.8980100490637024,1.0238585870593876e-12,1253.3673469387754
21,9,9,0.9333333333333333,1.8333333333333333,1.2533673469387754,1.906707848775944,1.0791235637145322e-12,1253.3673469387754
21,9,10,1.0,1.8333333333333333,1.2533673469387754,1.9139852740997416,1.1345480564138332e-12,1253.3673469387754
21,10,1,0.4,2.0,1.2533673469387754,1.7532378760071314,7.497126662559641e-13,1253.3673469387754
21,10,2,0.4666666666666667,2.0,1.2533673469387754,1.7921054693038212,7.854382928287455e-13,1253.3673469387754
21,10,3,0.5333333333333333,2.0,1.2533673469387754,1.8223228149913795,8.303054288681297e-13,1253.3673469387754
21,10,4,0.6000000000000001,2.0,1.2533673469387754,1.8458428242865716,8.801962271236688e-13,1253.3673469387754
21,10,5,0.6666666666666667,2.0,1.2533673469387754,1.8646989433585206,9.336939080605952e-13,1253.3673469387754
21,10,6,0.7333333333333334,2.0,1.2533673469387754,1.8797747586800944,9.889589115227819e-13,1253.3673469387754
21,10,7,0.8,2.0,1.2533673469387754,1.8922470515808916,1.0464952781806748e-12,1253.3673469387754
21,10,8,0.8666666666666667,2.0,1.2533673469387754,1.9025152947080408,1.1047834594915514e-12,1253.3673469387754
21,10,9,0.9333333333333333,2.0,1.2533673469387754,1.9111965994363593,1.1645838847412528e-12,1253.3673469387754
21,10,10,1.0,2.0,1.2533673469387754,1.9184584770960171,1.2244987761110599e-12,1253.3673469387754
22,1,1,0.4,0.5,1.2642857142857142,1.4573021605809815,6.289115971428478e-13,1264.2857142857142
22,1,2,0.4666666666666667,0.5,1.2642857142857142,1.48549238633127,5.789036340602742e-13,1264.2857142857142
22,1,3,0.5333333333333333,0.5,1.2642857142857142,1.5110151430872139,5.677405785236694e-13,1264.2857142857142
22,1,4,0.6000000000000001,0.5,1.2642857142857142,1.5321478476928692,5.721011067633051e-13,1264.2857142857142
22,1,5,0.6666666666666667,0.5,1.2642857142857142,1.5496313756211806,5.843699535235726e-13,1264.2857142857142
22,1,6,0.7333333333333334,0.5,1.2642857142857142,1.5645985495174575,6.040494456712661e-13,1264.2857142857142
22,1,7,0.8,0.5,1.2642857142857142,1.5771763937725676,6.266033360291783e-13,1264.2857142857142
22,1,8,0.8666666666666667,0.5,1.2642857142857142,1.5875474742920566,6.504202448545642e-13,1264.2857142857142
22,1,9,0.9333333333333333,0.5,1.2642857142857142,1.5967458242958112,6.776782495734046e-13,1264.2857142857142
22,1,10,1.0,0.5,1.2642857142857142,1.6044572948900824,7.05330099348133e-13,1264.2857142857142
22,2,1,0.4,0.6666666666666666,1.2642857142857142,1.5719690413242147,4.687744289508791e-13,1264.2857142857142
22,2,2,0.4666666666666667,0.6666666666666666,1.2642857142857142,1.6094270930761694,4.681632432825713e-13,1264.2857142857142
22,2,3,0.5333333333333333,0.6666666666666666,1.2642857142857142,1.639809843573744,4.805964807231838e-13,1264.2857142857142
22,2,4,0.6000000000000001,0.6666666666666666,1.2642857142857142,1.6638797192475732,4.98997930222435e-13,1264.2857142857142
22,2,5,0.6666666666666667,0.6666666666666666,1.2642857142857142,1.6833740356134896,5.210143574344784e-13,1264.2857142857142
22,2,6,0.7333333333333334,0.6666666666666666,1.2642857142857142,1.6992622848981163,5.458947847955777e-13,1264.2857142857142
22,2,7,0.8,0.6666666666666666,1.2642857142857142,1.7124709894653511,5.72583546219856e-13,1264.2857142857142
22,2,8,0.8666666666666667,0.6666666666666666,1.2642857142857142,1.7233636142812663,6.000597786738395e-13,1264.2857142857142
22,2,9,0.9333333333333333,0.6666666666666666,1.2642857142857142,1.732694388697053,6.291548001370797e-13,1264.2857142857142
22,2,10,1.0,0.6666666666666666,1.2642857142857142,1.740508597027457,6.585174054516181e-13,1264.2857142857142
22,3,1,0.4,0.8333333333333333,1.2642857142857142,1.6384301958836984,4.5402348395300825e-13,1264.2857142857142
22,3,2,0.4666666666666667,0.8333333333333333,1.2642857142857142,1.6776935649131552,4.637780764757022e-13,1264.2857142857142
22,3,3,0.5333333333333333,0.8333333333333333,1.2642857142857142,1.7085536005616386,4.817097731286029e-13,1264.2857142857142
22,3,4,0.6000000000000001,0.8333333333333333,1.2642857142857142,1.732860459864153,5.04591722129892e-13,1264.2857142857142
22,3,5,0.6666666666666667,0.8333333333333333,1.2642857142857142,1.7525127292602565,5.30739528654663e-13,1264.2857142857142
22,3,6,0.7333333333333334,0.8333333333333333,1.2642857142857142,1.7682443932181429,5.583724154083893e-13,1264.2857142857142
22,3,7,0.8,0.8333333333333333,1.2642857142857142,1.7813379832754976,5.878387026257199e-13,1264.2857142857142
22,3,8,0.8666666666666667,0.8333333333333333,1.2642857142857142,1.7921698199235472,6.182096977654885e-13,1264.2857142857142
22,3,9,0.9333333333333333,0.8333333333333333,1.2642857142857142,1.8013121901226286,6.494670289351379e-13,1264.2857142857142
22,3,10,1.0,0.8333333333333333,1.2642857142857142,1.8089936301578426,6.810908210597209e-13,1264.2857142857142
22,4,1,0.4,1.0,1.2642857142857142,1.678108676877709,4.756688379194028e-13,1264.2857142857142
22,4,2,0.4666666666666667,1.0,1.2642857142857142,1.7174988029795557,4.901817936294205e-13,1264.2857142857142
22,4,3,0.5333333333333333,1.0,1.2642857142857142,1.7484310369570144,5.127292779845509e-13,1264.2857142857142
22,4,4,0.6000000000000001,1.0,1.2642857142857142,1.7726247596788574,5.394639625620218e-13,1264.2857142857142
22,4,5,0.6666666666666667,1.0,1.2642857142857142,1.7920722051867217,5.689963586583258e-13,1264.2857142857142
22,4,6,0.7333333333333334,1.0,1.2642857142857142,1.8076927212111462,6.002441293236321e-13,1264.2857142857142
22,4,7,0.8,1.0,1.2642857142857142,1.8206388095841974,6.331186504455674e-13,1264.2857142857142
22,4,8,0.8666666666666667,1.0,1.2642857142857142,1.831302792763462,6.666261379484891e-13,1264.2857142857142
22,4,9,0.9333333333333333,1.0,1.2642857142857142,1.840347402352759,7.013100810343433e-13,1264.2857142857142
22,4,10,1.0,1.0,1.2642857142857142,1.847919045492319,7.361770683040897e-13,1264.2857142857142
22,5,1,0.4,1.1666666666666665,1.2642857142857142,1.7027277308195827,5.110446987061671e-13,1264.2857142857142
22,5,2,0.4666666666666667,1.1666666666666665,1.2642857142857142,1.7421473937825882,5.296073577780886e-13,1264.2857142857142
22,5,3,0.5333333333333333,1.1666666666666665,1.2642857142857142,1.7729805761944695,5.559340434721893e-13,1264.2857142857142
22,5,4,0.6000000000000001,1.1666666666666665,1.2642857142857142,1.7970532292743628,5.863865344915898e-13,1264.2857142857142
22,5,5,0.6666666666666667,1.1666666666666665,1.2642857142857142,1.8163895807461077,6.196676362795801e-13,1264.2857142857142
22,5,6,0.7333333333333334,1.1666666666666665,1.2642857142857142,1.8318925042766998,6.545681875910111e-13,1264.2857142857142
22,5,7,0.8,1.1666666666666665,1.2642857142857142,1.8447329948793243,6.911474734399937e-13,1264.2857142857142
22,5,8,0.8666666666666667,1.1666666666666665,1.2642857142857142,1.8553110848848786,7.283612148905035e-13,1264.2857142857142
22,5,9,0.9333333333333333,1.1666666666666665,1.2642857142857142,1.864270905680362,7.667529644868778e-13,1264.2857142857142
22,5,10,1.0,1.1666666666666665,1.2642857142857142,1.8717698860812502,8.053024750395218e-13,1264.2857142857142
22,6,1,0.4,1.3333333333333333,1.2642857142857142,1.7191336125183656,5.537260002883078e-13,1264.2857142857142
22,6,2,0.4666666666666667,1.3333333333333333,1.2642857142857142,1.7585360099365461,5.761304758674599e-13,1264.2857142857142
22,6,3,0.5333333333333333,1.3333333333333333,1.2642857142857142,1.7892456908876224,6.059611702768625e-13,1264.2857142857142
22,6,4,0.6000000000000001,1.3333333333333333,1.2642857142857142,1.8132178108036328,6.40172257059989e-13,1264.2857142857142
22,6,5,0.6666666666666667,1.3333333333333333,1.2642857142857142,1.8324787035818395,6.774579856974221e-13,1264.2857142857142
22,6,6,0.7333333333333334,1.3333333333333333,1.2642857142857142,1.8478844613947414,7.161209490356294e-13,1264.2857142857142
22,6,7,0.8,1.3333333333333333,1.2642857142857142,1.8606497035517817,7.566448057340131e-13,1264.2857142857142
22,6,8,0.8666666666666667,1.3333333333333333,1.2642857142857142,1.871173535520553,7.979140866511159e-13,1264.2857142857142
22,6,9,0.9333333333333333,1.3333333333333333,1.2642857142857142,1.8800682653938925,8.402441093610266e-13,1264.2857142857142
22,6,10,1.0,1.3333333333333333,1.2642857142857142,1.8875174344623136,8.827828613579639e-13,1264.2857142857142
22,7,1,0.4,1.5,1.2642857142857142,1.730747343274217,6.015144658530642e-13,1264.2857142857142
22,7,2,0.4666666666666667,1.5,1.2642857142857142,1.7700341944635822,6.270198878647422e-13,1264.2857142857142
22,7,3,0.5333333333333333,1.5,1.2642857142857142,1.8006656765386122,6.606392733105939e-13,1264.2857142857142
22,7,4,0.6000000000000001,1.5,1.2642857142857142,1.8245498264167204,6.986704819432373e-13,1264.2857142857142
22,7,5,0.6666666666666667,1.5,1.2642857142857142,1.843719206758243,7.397921224608419e-13,1264.2857142857142
22,7,6,0.7333333333333334,1.5,1.2642857142857142,1.8590663033618584,7.825467959343386e-13,1264.2857142857142
22,7,7,0.8,1.5,1.2642857142857142,1.8717734092969303,8.27200819031493e-13,1264.2857142857142
22,7,8,0.8666666666666667,1.5,1.2642857142857142,1.8822397939682676,8.725245726341827e-13,1264.2857142857142
22,7,9,0.9333333333333333,1.5,1.2642857142857142,1.891096509083774,9.19134291999862e-13,1264.2857142857142
22,7,10,1.0,1.5,1.2642857142857142,1.8985085929687768,9.658851495509969e-13,1264.2857142857142
22,8,1,0.4,1.6666666666666665,1.2642857142857142,1.739076011014948,6.511594736235431e-13,1264.2857142857142
22,8,2,0.4666666666666667,1.6666666666666665,1.2642857142857142,1.7782971422907397,6.799061998734604e-13,1264.2857142857142
22,8,3,0.5333333333333333,1.6666666666666665,1.2642857142857142,1.8088552232486996,7.171285602310232e-13,1264.2857142857142
22,8,4,0.6000000000000001,1.6666666666666665,1.2642857142857142,1.8326738803211344,7.589788372318863e-13,1264.2857142857142
22,8,5,0.6666666666666667,1.6666666666666665,1.2642857142857142,1.8517885519101538,8.041089087591074e-13,1264.2857142857142
22,8,6,0.7333333333333334,1.6666666666666665,1.2642857142857142,1.867086792674634,8.509234627070199e-13,1264.2857142857142
22,8,7,0.8,1.6666666666666665,1.2642857142857142,1.879751771475271,8.997621957710865e-13,1264.2857142857142
22,8,8,0.8666666666666667,1.6666666666666665,1.2642857142857142,1.890183828664702,9.493076743678638e-13,1264.2857142857142
22,8,9,0.9333333333333333,1.6666666666666665,1.2642857142857142,1.8990093152936716,1.0002136135382356e-12,1264.2857142857142
22,8,10,1.0,1.6666666666666665,1.2642857142857142,1.9063948529033872,1.051253706801853e-12,1264.2857142857142
22,9,1,0.4,1.8333333333333333,1.2642857142857142,1.7452988824810733,7.023588860063026e-13,1264.2857142857142
22,9,2,0.4666666666666667,1.8333333333333333,1.2642857142857142,1.7844747612995553,7.344725588277375e-13,1264.2857142857142
22,9,3,0.5333333333333333,1.8333333333333333,1.2642857142857142,1.8149664420876768,7.751778008841583e-13,1264.2857142857142
22,9,4,0.6000000000000001,1.8333333333333333,1.2642857142857142,1.838734476861955,8.208783452658739e-13,1264.2857142857142
22,9,5,0.6666666666666667,1.8333333333333333,1.2642857142857142,1.8578120138244336,8.701626660654214e-13,1264.2857142857142
22,9,6,0.7333333333333334,1.8333333333333333,1.2642857142857142,1.873069300514857,9.210274862968564e-13,1264.2857142857142
22,9,7,0.8,1.8333333333333333,1.2642857142857142,1.8857025785008013,9.741191691359494e-13,1264.2857142857142
22,9,8,0.8666666666666667,1.8333333333333333,1.2642857142857142,1.8961115718530632,1.028026742817783e-12,1264.2857142857142
22,9,9,0.9333333333333333,1.8333333333333333,1.2642857142857142,1.9049113875899235,1.083259092164926e-12,1264.2857142857142
22,9,10,1.0,1.8333333333333333,1.2642857142857142,1.9122771394912577,1.13867074011539e-12,1264.2857142857142
22,10,1,0.4,2.0,1.2642857142857142,1.750161939681003,7.558721466333467e-13,1264.2857142857142
22,10,2,0.4666666666666667,2.0,1.2642857142857142,1.7892690220012066,7.909205649463798e-13,1264.2857142857142
22,10,3,0.5333333333333333,2.0,1.2642857142857142,1.819715050748188,8.3535394597413e-13,1264.2857142857142
22,10,4,0.6000000000000001,2.0,1.2642857142857142,1.8434392288886827,8.849560438748117e-13,1264.2857142857142
22,10,5,0.6666666666666667,2.0,1.2642857142857142,1.8624745355856407,9.38250763925008e-13,1264.2857142857142
22,10,6,0.7333333333333334,2.0,1.2642857142857142,1.8777041523920506,9.933780907402224e-13,1264.2857142857142
22,10,7,0.8,2.0,1.2642857142857142,1.8903113838776868,1.0508194604506589e-12,1264.2857142857142
22,10,8,0.8666666666666667,2.0,1.2642857142857142,1.9006954747454268,1.109041598114313e-12,1264.2857142857142
22,10,9,0.9333333333333333,2.0,1.2642857142857142,1.9094784009834205,1.1688002070748073e-12,1264.2857142857142
22,10,10,1.0,2.0,1.2642857142857142,1.9168281902437951,1.2286927948695289e-12,1264.2857142857142
